canonical_smiles,pchembl_median,affinity_nm
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1)S(=O)(=O)c1ccc(O)cc1,10.05,0.08912509381337441
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,6.34,457.08818961487515
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1C)S(=O)(=O)c1ccc(NO)cc1,7.57,26.91534803926914
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1COCCN1C)S(=O)(=O)c1ccc(O)cc1,8.92,1.202264434617413
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,6.55,281.8382931264455
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,7.46,34.673685045253166
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)C,6.58,263.02679918953817
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,8.22,6.025595860743569
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)S(=O)(=O)N1ONc2ccccc21,10.0,0.1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1)S(=O)(=O)c1ccc(O)cc1,4.01,97723.7220955811
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,7.36,43.65158322401657
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1,7.39,40.7380277804113
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(N)cc1,4.9,12589.25411794166
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(NO)cc1,4.96,10964.78196143185
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCNC1)S(=O)(=O)c1ccc(O)cc1,6.29,512.8613839913648
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CN(c2ccccc2)C(=O)O1)S(=O)(=O)c1ccc(N)cc1,7.43,37.15352290971728
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CNCCO1)S(=O)(=O)c1ccc(N)cc1,7.26,54.954087385762485
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CNCCO1)S(=O)(=O)c1ccc(NO)cc1,7.47,33.884415613920275
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CNCCO1)S(=O)(=O)c1ccc(O)cc1,8.25,5.623413251903491
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)c(O)c(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,9.48,0.3311311214825908
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)c(O)c(O)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,9.14,0.7244359600749891
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,10.11,0.07762471166286927
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc(F)cc1,10.68,0.02089296130854041
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)cc(O)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,10.19,0.06456542290346562
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(O)ccc2[nH]1)S(=O)(=O)c1ccc(N)cc1,6.07,851.1380382023759
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(O)ccc2o1)S(=O)(=O)c1ccc(N)cc1,5.34,4570.881896148751
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2[nH]1)S(=O)(=O)c1ccc(N)cc1,6.26,549.5408738576248
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2o1)S(=O)(=O)c1ccc(N)cc1,5.52,3019.9517204020194
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc(N)cc1,7.56,27.54228703338169
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,7.21,61.65950018614822
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2o1)S(=O)(=O)c1ccc(N)cc1,4.79,16218.100973589299
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)c1ccc(N)cc1,6.81,154.88166189124826
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,6.53,295.1209226666384
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Cl)cc1O)S(=O)(=O)c1ccc(C(F)(F)F)cc1,8.21,6.16595001861481
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Cl)cc1O)S(=O)(=O)c1ccc(F)cc1,8.16,6.918309709189362
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Cl)cc1O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.0,10.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,10.11,0.07762471166286927
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(F)cc1,10.12,0.07585775750291851
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,9.6,0.2511886431509582
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1O)S(=O)(=O)c1ccc(C(F)(F)F)cc1,8.05,8.912509381337442
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1O)S(=O)(=O)c1ccc(F)cc1,9.2,0.6309573444801942
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.62,2.398832919019495
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2oc(=O)ccc2c1)S(=O)(=O)c1ccc(N)cc1,9.4,0.3981071705534969
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2oc(=O)ccc2c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.59,2.570395782768865
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1,10.57,0.02691534803926914
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O)S(=O)(=O)c1ccc(C(F)(F)F)cc1,7.64,22.908676527677745
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O)S(=O)(=O)c1ccc(F)cc1,8.69,2.041737944669532
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,7.88,13.182567385564074
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCC(=O)N1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,6.9,125.89254117941661
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCC(=O)N1CCOCC1)S(=O)(=O)c1ccc(N)cc1,7.64,22.908676527677745
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCCN1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,6.47,338.84415613920277
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCCN1CCOCC1)S(=O)(=O)c1ccc(N)cc1,7.02,95.49925860214368
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC[C@H](O)CN1CCOCC1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,6.19,645.654229034655
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC[C@H](O)CN1CCOCC1)S(=O)(=O)c1ccc(N)cc1,6.71,194.98445997580455
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NCc1cc(=O)oc2cc(O)ccc12)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,9.85,0.14125375446227553
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NS(=O)(=O)N1CCOCC1)S(=O)(=O)c1ccc(N)cc1,7.45,35.481338923357534
CC(C)CN(C[C@@H](O)[C@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1,5.85,1412.5375446227554
CC(C)CN(C[C@H](O)[C@@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1,4.9,12589.25411794166
CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,8.0,10.0
CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,4.27,53703.17963702532
CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,5.0,10000.0
CC(C)CN(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,7.43,37.15352290971728
CC(C)CN(C[C@H](O)[C@H](NC(=O)O[C@@H]1CCOC1)Sc1ccccc1)S(=O)(=O)c1ccc(N)cc1,4.94,11481.536214968817
CC(C)CN(Cc1csc(C(C)C)n1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1,8.8,1.584893192461111
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccc(C(C)(C)C)cc1,6.59,257.03957827688646
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccc(F)cc1,7.76,17.378008287493763
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccc(N)cc1,8.68,2.089296130854041
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.14,7.244359600749891
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1cccc2ccccc12,7.26,54.954087385762485
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccccc1,7.73,18.620871366628656
CC(C)CN([C@@H](CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1cccs1,7.38,41.686938347033546
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccc(F)cc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.64,2.29086765276777
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.23,0.5888436553555884
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(F)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.96,1.0964781961431829
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc(N)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.16,6.918309709189362
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1cccc([N+](=O)[O-])c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.92,1.202264434617413
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.62,2.398832919019495
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1F)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.64,2.29086765276777
CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1[N+](=O)[O-])c1ccccc1)S(=O)(=O)c1ccc(N)cc1,8.82,1.513561248436207
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.6,2.511886431509582
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc(F)cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.7,1.9952623149688828
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc([N+](=O)[O-])cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.7,1.9952623149688828
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.77,1.698243652461746
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccc2c(c1)OCO2)Cc1cccs1)S(=O)(=O)c1ccc(N)cc1,8.7,1.9952623149688828
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1)S(=O)(=O)c1ccc(N)cc1,8.48,3.3113112148259076
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1F)S(=O)(=O)c1ccc(N)cc1,7.92,12.02264434617413
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.59,2.570395782768865
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccc2c1OCO2)S(=O)(=O)c1ccc(N)cc1,8.27,5.370317963702533
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccccc1)S(=O)(=O)c1ccc(N)cc1,7.92,12.02264434617413
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccnc1)S(=O)(=O)c1ccc(N)cc1,7.47,33.884415613920275
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccs1)S(=O)(=O)c1ccc(N)cc1,7.96,10.964781961431852
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccncc1)S(=O)(=O)c1ccc(N)cc1,7.05,89.12509381337459
CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccsc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,8.2,6.309573444801943
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](N)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.3,0.5011872336272715
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)C1CC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.37,0.4265795188015934
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)Cc1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.62,0.23988329190194949
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N(C)C)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.36,0.43651583224016655
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N1CCNCC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.28,0.5248074602497733
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N1CCOCC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.29,0.5128613839913658
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.4,0.3981071705534969
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)OCc1ccccn1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.92,0.12022644346174131
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)OCc1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.32,0.478630092322638
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)OCc1ccncc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.41,0.38904514499428045
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccc(O)c([N+](=O)[O-])c1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.25,0.5623413251903491
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccc(O)cc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.28,0.5248074602497733
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])c(O)c1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.48,0.3311311214825908
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccc[nH]1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.37,0.4265795188015934
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cccc(O)c1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.4,0.3981071705534969
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccccc1O)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.2,0.6309573444801942
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccccn1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.34,0.4570881896148752
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.17,0.6760829753919819
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ccncc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.19,0.6456542290346563
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cnccc1N)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.4,0.3981071705534969
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cnccc1O)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.3,0.5011872336272715
CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1ncccc1O)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.05,0.8912509381337441
CC(C)CN1C(=O)N(CC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,7.31,48.97788193684466
CC(C)CN1CC(O)(CNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCc3ccccc3)SC2(C)C)C[C@H]1C(=O)NC(C)(C)C,7.52,30.199517204020193
CC(C)CN1CC(O)(CNC(=O)[C@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)NCc3ccccc3)SC2(C)C)C[C@H]1C(=O)NC(C)(C)C,7.16,69.18309709189363
CC(C)CN1CCN(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2CCS(=O)(=O)[C@@H]2C(C)C)[C@H](C(=O)NC(C)(C)C)C1,7.57,26.91534803926914
CC(C)CN1C[C@](O)([C@H](CC2CCCCC2)NC(=O)CC(C)(C)C)C[C@H]1C(=O)NC(C)(C)C,5.05,8912.509381337459
CC(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,8.3,5.011872336272715
CC(C)CNC(=O)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,7.16,69.18309709189363
CC(C)CNC(=O)C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,5.55,2818.3829312644552
CC(C)CNC(=O)N(C)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,5.82,1513.5612484362073
CC(C)CNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(C)(C)C,7.46,34.673685045253166
CC(C)CNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(C)C,6.58,263.02679918953817
CC(C)CNC(=O)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)(C)C,8.22,6.025595860743569
CC(C)CNC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,9.4,0.3981071705534969
CC(C)CNC(=O)[C@H](Cc1ccccc1)NCC(O)[C@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1,6.1,794.3282347242821
CC(C)COC(=O)c1ccccc1CSc1c(O)cc(-c2ccccc2)oc1=O,6.21,616.5950018614822
CC(C)COc1ccccc1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.01,97.72372209558111
CC(C)C[C@@H](C(=O)NC(C)(C)C)N1CCC(O)([C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)CC1,4.57,26915.348039269138
CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(N)=O)N(C)C(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(N)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H](C)O,5.1,7943.282347242822
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,5.51,3090.295432513592
CC(C)C[C@@H](NC(=O)[C@H](O)COS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]2CC[C@H](O)N(C2=O)[C@@H](CC(C)C)C(=O)N(C)[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(C)C)C(=O)O[C@@H]1C,9.0,1.0
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,9.0,1.0
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,8.09,8.128305161640995
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O,9.17,0.6760829753919819
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cn(C)c3ccccc23)NC1=O,8.11,7.762471166286927
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)C(C)(C)SCCNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC2CCCCC2)NC1=O,7.82,15.135612484362072
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC(C)(C)CNC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC2CCCCC2)NC1=O,9.21,0.616595001861481
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCNC(=O)CNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC2CCCCC2)NC1=O,9.43,0.3715352290971728
